main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012train,668,3.444,Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.,,,,,,,,,,,
main-news,MSRpar,2012train,670,4.6,"Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.","Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications.",,,,,,,,,,,
main-news,MSRpar,2012train,671,2.8,It estimated on Thursday it has a 51 percent market share in Europe.,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe.,,,,,,,,,,,
main-news,MSRpar,2012train,672,4.8,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.",,,,,,,,,,,
main-news,MSRpar,2012train,673,0.6,"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.","The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.",,,,,,,,,,,
main-news,MSRpar,2012train,675,2.75,Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.,His partner Bijan Darvish is charged with filing a false police report.,,,,,,,,,,,
main-news,MSRpar,2012train,677,3.25,"The third appointment was to a new job, executive vice president and chief staff officer.","Bruce N. Hawthorne, 53, was named executive vice president and chief staff officer.",,,,,,,,,,,
main-news,MSRpar,2012train,680,1.5,"Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.","Analysts had forecast second quarter sales of $614 million, according to the Thomson First Call Web site.",,,,,,,,,,,
main-news,MSRpar,2012train,681,3,The district also sent letters yesterday informing parents of the situation.,Parents received letters informing them of the possible contamination yesterday.,,,,,,,,,,,
main-news,MSRpar,2012train,682,3.8,Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.,Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.,,,,,,,,,,,
main-news,MSRpar,2012train,683,4.308,"The new servers will run either Linux or the x86 version of Solaris, he said.",The servers can run Solaris x86 operating system or the standard Linux operating system.,,,,,,,,,,,
main-news,MSRpar,2012train,684,3.4,"Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull.","Sliding down the embankment, the two rescuers hit the spongy, rocky floor of the river and immediately felt the pull.",,,,,,,,,,,
main-news,MSRpar,2012train,685,3.2,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.",,,,,,,,,,,
main-news,MSRpar,2012train,686,3.5,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.,,,,,,,,,,,
main-news,MSRpar,2012train,687,3.75,"It seemed like an isolated incident, said Ariel Dean of Washington D.C. who earned a degree in political science.",It seemed like an isolated incident '' said graduate Ariel Dean of Washington D.C.,,,,,,,,,,,
main-news,MSRpar,2012train,688,1.75,The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.,TVT Records sought $360 million in punitive damages and $30 million in compensatory damages officials said.,,,,,,,,,,,
main-news,MSRpar,2012train,689,1.25,TVT Records sought $360 million in punitive damages and $30 million in compensatory damages officials said.,The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.,,,,,,,,,,,
main-news,MSRpar,2012train,690,3.4,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.,,,,,,,,,,,
main-news,MSRpar,2012train,691,1.2,Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.,In May 2002 LCDs accounted for only 22 percent of monitor sales.,,,,,,,,,,,
main-news,MSRpar,2012train,692,3.8,Besides battling its sales slump Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.,Besides a sales slump Siebel is sparring with some shareholders over management stock option windfalls.,,,,,,,,,,,
main-news,MSRpar,2012train,694,3.5,Stanford (51-17) and Rice (57-12) will play for the national championship tonight.,Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.,,,,,,,,,,,
main-news,MSRpar,2012train,696,3.5,A 32-count indictment strikes at one of the very top targets in the drug trafficking world U.S. Attorney Marcos Jimenez said.,The newly unsealed 32-count indictment alleges money laundering and conspiracy and strikes at one of the very top targets in the drug-trafficking world Jim??nez said.,,,,,,,,,,,
main-news,MSRpar,2012train,697,2,A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.,"On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",,,,,,,,,,,
main-news,MSRpar,2012train,700,2,"A cost analysis is under way, said Michael Rebell, CFE's executive director.","We're not looking for a Robin Hood remedy  said Michael Rebell, the campaign's executive director.",,,,,,,,,,,
main-news,MSRpar,2012train,701,4.8,"I was going to the court believing I could do this, only if I played my best tennis.",I was believing that I was confident I could do this but only in the case I would play my best tennis.,,,,,,,,,,,
main-news,MSRpar,2012train,702,3.8,Dotson told FBI agents that he shot Dennehy after the player tried to shoot him according to the arrest warrant affidavit.,Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him according to the arrest warrant affidavit.,,,,,,,,,,,
main-news,MSRpar,2012train,703,4.6,Dogs he said are second only to humans in the thoroughness of medical understanding and research.,He said that dogs are second only to humans in terms of being the subject of medical research.,,,,,,,,,,,
main-news,MSRpar,2012train,704,1.4,The stock rose $2.11 or about 11 percent to close on Friday at $21.51 on the New York Stock Exchange.,PG&E Corp. shares jumped $1.63 or 8 percent to $21.03 on the New York Stock Exchange on Friday.,,,,,,,,,,,
main-news,MSRpar,2012train,705,3.6,Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.,Closer Eric Gagne earned his 17th save in as many opportunities as he struck out three of the four batters he faced in the ninth.,,,,,,,,,,,
main-news,MSRpar,2012train,706,3,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.,,,,,,,,,,,
main-news,MSRpar,2012train,707,1.6,Not counting energy prices wholesale prices were down 0.9 percent.,Energy prices dropped by 8.6 percent the biggest decline since July 1986.,,,,,,,,,,,
main-news,MSRpar,2012train,708,4,The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert.,The spacecraft is scheduled to blast off between next Wednesday and Friday from a launching site in the Gobi Desert.,,,,,,,,,,,
main-news,MSRpar,2012train,709,2.4,Hong Kong was flat Australia Singapore and South Korea lost 0.2-0.4 percent.,Australia was flat Singapore was down 0.3 percent by midday and South Korea added 0.2 percent.,,,,,,,,,,,
main-news,MSRpar,2012train,710,3.5,SUVs parked on residential streets in Monrovia were tagged with ELF and other slogans and another was set ablaze in front of a house Sgt. Tom Wright said.,Several SUVs parked on residential streets in Monrovia were tagged with ``ELF'' and other slogans said Sgt. Tom Wright.,,,,,,,,,,,
main-news,MSRpar,2012train,712,5,At least 11 more cases in Indiana and three in Illinois are suspected.,Thereƒ??s also at least three suspected cases in Illinois and 11 in Indiana.,,,,,,,,,,,
main-news,MSRpar,2012train,713,5,"The pill which they call the polypill  would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid.","The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.",,,,,,,,,,,
main-news,MSRpar,2012train,714,4,They drive around in their cars while people are being killed 500 metres away he said on Sunday.,What they are doing right now is they drive around in their cars while people are being killed 500 metres away.,,,,,,,,,,,
main-news,MSRpar,2012train,715,3,At Tuesday's arraignment hearing Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.,At the hearing he pleaded not guilty to the burial service fraud and false statements charges.,,,,,,,,,,,
main-news,MSRpar,2012train,716,1.333,Still revenues from the extra premiums would not be huge.,How would the extra premiums be collected?,,,,,,,,,,,
main-news,MSRpar,2012train,719,3.8,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.,,,,,,,,,,,
